"ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV12626","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","NA"
"ASV12692","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","NA"
"ASV14599","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA"
"ASV3444","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","NA"
"ASV12229","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera","NA"
"ASV11619","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA"
"ASV13430","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella","NA"
"ASV14450","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA"
"ASV12643","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA"
"ASV10416","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","NA","NA"
"ASV12067","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Planctopirus","NA"
"ASV4375","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","NA"
"ASV5552","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV4205","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV4441","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV282","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV9610","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV13805","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","NA"
"ASV10549","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","NA"
"ASV4296","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanothermobacteriaceae","Methanothermobacter","NA"
"ASV7611","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanothermobacteriaceae","Methanothermobacter","NA"
"ASV9743","Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","NA","NA"
"ASV10255","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus","NA"
"ASV14631","Bacteria","Cyanobacteria","Cyanobacteriia","NA","NA","NA","NA"
"ASV14594","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","NA"
"ASV10244","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","NA"
"ASV9141","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","NA"
"ASV11649","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","NA"
"ASV10685","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","NA"
"ASV14463","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902","NA"
"ASV11705","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","NA"
"ASV11637","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus"
"ASV12538","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus"
"ASV14538","Bacteria","Marinimicrobia (SAR406 clade)","NA","NA","NA","NA","NA"
"ASV12716","Bacteria","Patescibacteria","ABY1","Candidatus Uhrbacteria","NA","NA","NA"
"ASV12392","Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA"
"ASV14543","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nomurabacteria","NA","NA","NA"
"ASV12557","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA"
"ASV11624","Bacteria","Gemmatimonadota","BD2-11 terrestrial group","NA","NA","NA","NA"
"ASV10175","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","NA"
"ASV9238","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","NA"
"ASV10561","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter","NA"
"ASV9727","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV4945","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV3443","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV7218","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV4575","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV7463","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV9236","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV4204","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV203","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","wadsworthia"
"ASV380","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","wadsworthia"
"ASV1671","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","wadsworthia"
"ASV3326","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV2850","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV4131","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV999","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV3150","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV4438","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV6820","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV14357","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV12589","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV11837","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV13916","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV11906","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV13098","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV5854","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV9694","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","NA"
"ASV9504","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV9882","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV10005","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV9393","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV10214","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV9461","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV7572","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV7528","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV8249","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV10442","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV10748","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV10386","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV5304","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV6278","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV4799","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV8133","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV8774","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV6861","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV6136","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV7015","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV7378","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV6030","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA"
"ASV9728","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV10041","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV1762","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV5963","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV13752","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV1736","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV8035","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV3926","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV4269","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV6796","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8334","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8592","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV5234","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV9250","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8563","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3011","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3983","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","fairfieldensis"
"ASV9387","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","desulfuricans"
"ASV3674","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","desulfuricans"
"ASV8022","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8864","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV2868","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4551","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV2439","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV1767","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV12043","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3652","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4183","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8266","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV6210","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV7487","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4175","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4508","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4227","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV5126","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV9196","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV8300","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV4531","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV314","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3689","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV6447","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV6977","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV12306","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV12741","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV13321","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3028","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV13349","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3274","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV2159","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV13405","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV12076","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV1665","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","piger"
"ASV6541","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV301","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV1683","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV7247","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3446","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3511","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV7008","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV843","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV260","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV2310","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV6381","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV3174","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV13391","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV9183","Bacteria","NA","NA","NA","NA","NA","NA"
"ASV12190","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV13638","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA"
"ASV10028","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","NA"
"ASV14440","Bacteria","RCP2-54","NA","NA","NA","NA","NA"
"ASV13448","Bacteria","Firmicutes","NA","NA","NA","NA","NA"
"ASV13636","Bacteria","Firmicutes","NA","NA","NA","NA","NA"
"ASV9990","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA"
"ASV3544","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV10337","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3838","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7632","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV5217","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV2336","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV6193","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV13767","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV1659","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV1643","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9909","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8599","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV5902","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7338","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV11364","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV4521","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV11282","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8746","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7658","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9431","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8596","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV4252","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3641","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9423","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV11528","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV4125","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV6625","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3650","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7208","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV6341","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9164","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV1742","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Catabacter","hongkongensis"
"ASV11409","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Catabacter","NA"
"ASV1343","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","minuta"
"ASV4733","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV8307","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV4522","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Catabacter","NA"
"ASV9687","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Catabacter","NA"
"ASV6593","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Catabacter","NA"
"ASV11388","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV1319","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","massiliensis"
"ASV8992","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV3916","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV9714","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenella","NA"
"ASV1876","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8451","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9469","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3363","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV6833","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9158","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9753","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV2792","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV11918","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7368","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9513","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3049","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8346","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV1654","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV2122","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7660","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8466","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV5721","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV11628","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV4901","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV6107","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV9693","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV10381","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV10663","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV1434","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV2141","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV8377","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV1129","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV3527","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
"ASV7608","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","NA","NA"
